result	Gene	location	phenotype	inheritance
SUCCESS	RHAG	6p12.3	Anemia, hemolytic, Rh-null, regulator type|Overhydrated hereditary stomatocytosis	AR|AD
SUCCESS	RHBDF2	17q25.1	Tylosis with esophageal cancer	AD
SUCCESS	RHCE	1p36.11	Rh-null disease, amorph type	AR
SUCCESS	RHD	1p36.11	[Blood group, RH system]|{Hemolytic disease of fetus and newborn, RH-induced}	.|IC
SUCCESS	RHO	3q22.1	Night blindness, congenital stationary, autosomal dominant 1|Retinitis pigmentosa 4, autosomal dominant or recessive|Retinitis punctata albescens	AD|AD, AR|AD, AR
SUCCESS	RHOA	3p21.31	Ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies, somatic mosaic	.
SUCCESS	RHOBTB2	8p21.3	Developmental and epileptic encephalopathy 64	AD
SUCCESS	RHOH	4p14	{?Epidermodysplasia verruciformis, susceptibility to, 4}	AR
SUCCESS	RIC1	9p24.1	CATIFA syndrome	AR
ERROR	RIF1			
SUCCESS	RIGI	9p21.1	Singleton-Merten syndrome 2	AD
ERROR	RILP			
SUCCESS	RILPL1	12q24.31	Oculopharyngodistal myopathy 4	AD
ERROR	RIMS1			
SUCCESS	RIMS2	8q22.3	Cone-rod synaptic disorder syndrome, congenital nonprogressive	AR
SUCCESS	RIN2	20p11.23	Macrocephaly, alopecia, cutis laxa, and scoliosis	AR
SUCCESS	RINT1	7q22.3	Infantile liver failure syndrome 3	AR
SUCCESS	RIPK1	6p25.2	Autoinflammation with episodic fever and lymphadenopathy|Immunodeficiency 57 with autoinflammation	AD|AR
SUCCESS	RIPK4	21q22.3	CHAND syndrome|Popliteal pterygium syndrome, Bartsocas-Papas type 1	AR|AR
SUCCESS	RIPOR2	6p22.3	?Deafness, autosomal recessive 104|Deafness, autosomal dominant 21	AR|AD
SUCCESS	RIPPLY2	6q14.2	?Spondylocostal dysostosis 6	AR
SUCCESS	RIT1	1q22	Noonan syndrome 8	AD
SUCCESS	RLBP1	15q26.1	Bothnia retinal dystrophy|Fundus albipunctatus|Newfoundland rod-cone dystrophy|Retinitis punctata albescens	AR|AD, AR|.|AD, AR
ERROR	RLF			
SUCCESS	RMND1	6q25.1	Combined oxidative phosphorylation deficiency 11	AR
SUCCESS	RMRP	9p13.3	Anauxetic dysplasia 1|Cartilage-hair hypoplasia|Metaphyseal dysplasia without hypotrichosis	AR|AR|AR
ERROR	RNASE4			
SUCCESS	RNASEH1	2p25.3	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2	AR
SUCCESS	RNASEH2A	19p13.13	Aicardi-Goutieres syndrome 4	AR
SUCCESS	RNASEH2B	13q14.3	Aicardi-Goutieres syndrome 2	AR
SUCCESS	RNASEH2C	11q13.1	Aicardi-Goutieres syndrome 3	AR
SUCCESS	RNASET2	6q27	Leukoencephalopathy, cystic, without megalencephaly	AR
SUCCESS	RNF125	18q12.1	Tenorio syndrome	AD
SUCCESS	RNF13	3q25.1	Developmental and epileptic encephalopathy 73	AD
ERROR	RNF135			
SUCCESS	RNF168	3q29	RIDDLE syndrome	AR
SUCCESS	RNF170	8p11.21	Ataxia, sensory, 1, autosomal dominant|Spastic paraplegia 85, autosomal recessive	AD|AR
SUCCESS	RNF2	1q25.3	Luo-Schoch-Yamamoto syndrome	AD
SUCCESS	RNF213	17q25.3	{Moyamoya disease 2, susceptibility to}	AD, AR
SUCCESS	RNF216	7p22.1	Cerebellar ataxia and hypogonadotropic hypogonadism	AR
SUCCESS	RNF220	1p34.1	Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy	AR
SUCCESS	RNF43	17q22	Sessile serrated polyposis cancer syndrome	AD
SUCCESS	RNF6	13q12.13	Esophageal carcinoma, somatic	.
SUCCESS	RNH1	11p15.5	{Encephalopathy, acute, infection-induced, susceptibility to, 12}	AR
SUCCESS	RNPC3	1p21.1	Pituitary hormone deficiency, combined or isolated, 7	AR
SUCCESS	ROBO1	3p12.3	?Nystagmus 8, congenital, autosomal recessive|Neurooculorenal syndrome|Pituitary hormone deficiency, combined or isolated, 8	AR|AR|AD
SUCCESS	ROBO2	3p12.3	Vesicoureteral reflux 2	AD
SUCCESS	ROBO3	11q24.2	Gaze palsy, familial horizontal, with progressive scoliosis, 1	AR
SUCCESS	ROBO4	11q24.2	Aortic valve disease 3	AD
SUCCESS	ROGDI	16p13.3	Kohlschutter-Tonz syndrome	AR
SUCCESS	ROM1	11q12.3	Retinitis pigmentosa 7, digenic form	AD, AR, DD
SUCCESS	ROR1	1p31.3	?Deafness, autosomal recessive 108	AR
SUCCESS	ROR2	9q22.31	Brachydactyly, type B1|Robinow syndrome, autosomal recessive	AD|AR
SUCCESS	RORA	15q22.2	Intellectual developmental disorder with or without epilepsy or cerebellar ataxia	AD
SUCCESS	RORB	9q21.13	{Epilepsy, idiopathic generalized, susceptibility to, 15}	AD
SUCCESS	RORC	1q21.3	Immunodeficiency 42	AR
SUCCESS	RP1	8q11.23-q12.1	Retinitis pigmentosa 1	AD, AR
SUCCESS	RP1L1	8p23.1	Occult macular dystrophy|Retinitis pigmentosa 88	AD|AR
SUCCESS	RP9	7p14.3	?Retinitis pigmentosa 9	AD
SUCCESS	RPA1	17p13.3	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 6	AD
ERROR	RPA2			
SUCCESS	RPE65	1p31.3	Leber congenital amaurosis 2|Retinitis pigmentosa 20|Retinitis pigmentosa 87 with choroidal involvement	AR|AR|AD
SUCCESS	RPGR	Xp11.4	Cone-rod dystrophy, X-linked, 1|Macular degeneration, X-linked atrophic|Retinitis pigmentosa 3|Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness	XLR|XLR|XL|XL
SUCCESS	RPGRIP1	14q11.2	Cone-rod dystrophy 13|Leber congenital amaurosis 6	AR|AR
SUCCESS	RPGRIP1L	16q12.2	?COACH syndrome 3|Joubert syndrome 7|Meckel syndrome 5	AR|AR|AR
SUCCESS	RPIA	2p11.2	Ribose 5-phosphate isomerase deficiency	AR
SUCCESS	RPL10	Xq28	{Autism, susceptibility to, X-linked 5}|Intellectual developmental disorder, X-linked syndromic 35	.|XLR
SUCCESS	RPL10L	14q21.2	?Spermatogenic failure 63	AR
SUCCESS	RPL11	1p36.11	Diamond-Blackfan anemia 7	AD
SUCCESS	RPL13	16q24.3	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type	AD
SUCCESS	RPL15	3p24.2	Diamond-Blackfan anemia 12	AD
SUCCESS	RPL18	19q13.33	?Diamond-Blackfan anemia 18	AD
SUCCESS	RPL21	13q12.2	Hypotrichosis 12	AD
SUCCESS	RPL26	17p13.1	?Diamond-Blackfan anemia 11	AD
SUCCESS	RPL27	17q21.31	?Diamond-Blackfan anemia 16	AD
ERROR	RPL31			
SUCCESS	RPL35	9q33.3	?Diamond-Blackfan anemia 19	AD
SUCCESS	RPL35A	3q29	Diamond-Blackfan anemia 5	AD
SUCCESS	RPL3L	16p13.3	Cardiomyopathy, dilated, 2D	AR
SUCCESS	RPL5	1p22.1	Diamond-Blackfan anemia 6	AD
SUCCESS	RPS10	6p21.31	Diamond-Blackfan anemia 9	AD
SUCCESS	RPS14	5q33.1	Macrocytic anemia, refractory, due to 5q deletion, somatic	.
SUCCESS	RPS15A	16p12.3	?Diamond-Blackfan anemia 20	AD
SUCCESS	RPS17	15q25.2	Diamond-Blackfan anemia 4	AD
SUCCESS	RPS19	19q13.2	Diamond-Blackfan anemia 1	AD
ERROR	RPS20			
SUCCESS	RPS23	5q14.2	Brachycephaly, trichomegaly, and developmental delay	AD
SUCCESS	RPS24	10q22.3	Diamond-blackfan anemia 3	AD
SUCCESS	RPS26	12q13.2	Diamond-Blackfan anemia 10	AD
SUCCESS	RPS27	1q21.3	?Diamond-Blackfan anemia 17	AD
SUCCESS	RPS28	19p13.2	Diamond Blackfan anemia 15 with mandibulofacial dysostosis	AD
SUCCESS	RPS29	14q21.3	Diamond-Blackfan anemia 13	AD
SUCCESS	RPS6KA3	Xp22.12	Coffin-Lowry syndrome|Intellectual developmental disorder, X-linked 19	XLD|XLD
SUCCESS	RPS7	2p25.3	Diamond-Blackfan anemia 8	AD
ERROR	RRAS			
SUCCESS	RRAS2	11p15.2	Noonan syndrome 12|Ovarian carcinoma	AD|.
ERROR	RREB1			
SUCCESS	RRM2B	8q22.3	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)|Mitochondrial DNA depletion syndrome 8B (MNGIE type)|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5|Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction	AR|AR|AD|AR
SUCCESS	RRP7A	22q13.2	?Microcephaly 28, primary, autosomal recessive	AR
SUCCESS	RS1	Xp22.13	Retinoschisis	XLR
SUCCESS	RSPH1	21q22.3	Ciliary dyskinesia, primary, 24	AR
SUCCESS	RSPH3	6q25.3	Ciliary dyskinesia, primary, 32	AR
SUCCESS	RSPH4A	6q22.1	Ciliary dyskinesia, primary, 11	AR
SUCCESS	RSPH9	6p21.1	Ciliary dyskinesia, primary, 12	AR
SUCCESS	RSPO1	1p34.3	Palmoplantar hyperkeratosis and true hermaphroditism|Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal	AR|AR
SUCCESS	RSPO2	8q23.1	?Humerofemoral hypoplasia with radiotibial ray deficiency|Tetraamelia syndrome 2	AR|AR
SUCCESS	RSPO4	20p13	Anonychia congenita	AR
SUCCESS	RSPRY1	16q13	Spondyloepimetaphyseal dysplasia, Faden-Alkuraya type	AR
SUCCESS	RSRC1	3q25.32	Intellectual developmental disorder, autosomal recessive 70	AR
SUCCESS	RTEL1	20q13.33	Dyskeratosis congenita, autosomal dominant 4|Dyskeratosis congenita, autosomal recessive 5|Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 3	AD, AR|AD, AR|AD
ERROR	RTL1			
SUCCESS	RTN2	19q13.32	Neuronopathy, distal hereditary motor, autosomal recessive 11, with spasticity|Spastic paraplegia 12, autosomal dominant	AR|AD
SUCCESS	RTN4IP1	6q21	Optic atrophy 10 with or without ataxia, impaired intellectual development and seizures	AR
SUCCESS	RTN4R	22q11.21	{Schizophrenia, susceptibility to}	AD
SUCCESS	RTTN	18q22.2	Microcephaly, short stature, and polymicrogyria with seizures	AR
SUCCESS	RUBCN	3q29	Spinocerebellar ataxia, autosomal recessive 15	AR
ERROR	RUFY3			
SUCCESS	RUNX1	21q22.12	Leukemia, acute myeloid|Platelet disorder, familial, with associated myeloid malignancy	AD, SMu|AD
SUCCESS	RUNX2	6p21.1	Cleidocranial dysplasia|Cleidocranial dysplasia, forme fruste, dental anomalies only|Cleidocranial dysplasia, forme fruste, with brachydactyly|Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly	AD|AD|AD|AD
SUCCESS	RUSC2	9p13.3	Intellectual developmental disorder, autosomal recessive 61	AR
SUCCESS	RXYLT1	12q14.2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10	AR
SUCCESS	RYR1	19q13.2	{Malignant hyperthermia susceptibility 1}|Congenital myopathy 1A, autosomal dominant, with susceptibility to malignant hyperthermia|Congenital myopathy 1B, autosomal recessive|King-Denborough syndrome	AD|AD|AR|AD
SUCCESS	RYR2	1q43	Ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome|Ventricular tachycardia, catecholaminergic polymorphic, 1	AD|AD
ERROR	SAA1			
ERROR	SAA2			
SUCCESS	SACS	13q12.12	Spastic ataxia, Charlevoix-Saguenay type	AR
SUCCESS	SAG	2q37.1	Oguchi disease-1|Retinitis pigmentosa 47, autosomal recessive|Retinitis pigmentosa 96, autosomal dominant	AR|AR|AD
SUCCESS	SALL1	16q12.1	Townes-Brocks branchiootorenal-like syndrome|Townes-Brocks syndrome 1	AD|AD
SUCCESS	SALL2	14q11.2	?Coloboma, ocular, autosomal recessive	AR
SUCCESS	SALL4	20q13.2	?IVIC syndrome|Duane-radial ray syndrome	AD|AD
SUCCESS	SAMD12	8q24.11-q24.12	Epilepsy, familial adult myoclonic, 1	AD
SUCCESS	SAMD9	7q21.2	MIRAGE syndrome|Monosomy 7 myelodysplasia and leukemia syndrome 2|Tumoral calcinosis, familial, normophosphatemic	AD|AD|AR
SUCCESS	SAMD9L	7q21.2	?Spinocerebellar ataxia 49|Ataxia-pancytopenia syndrome|Monosomy 7 myelodysplasia and leukemia syndrome 1	AD|AD|AD
SUCCESS	SAMHD1	20q11.23	?Chilblain lupus 2|Aicardi-Goutieres syndrome 5	AD|AR
SUCCESS	SAR1B	5q31.1	Chylomicron retention disease	AR
SUCCESS	SARDH	9q34.2	[Sarcosinemia]	AR
SUCCESS	SARS1	1p13.3	Neurodevelopmental disorder with microcephaly, ataxia, and seizures	AR
SUCCESS	SARS2	19q13.2	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	AR
SUCCESS	SASH1	6q24.3-q25.1	?Cancer, alopecia, pigment dyscrasia, onychodystrophy, and keratoderma|Dyschromatosis universalis hereditaria 1	AR|AD
SUCCESS	SASH3	Xq26.1	Immunodeficiency 102	XLR
SUCCESS	SASS6	1p21.2	Microcephaly 14, primary, autosomal recessive	AR
ERROR	SAT1			
SUCCESS	SATB1	3p24.3	den Hoed-de Boer-Voisin syndrome|Developmental delay with dysmorphic facies and dental anomalies	AD|AD
SUCCESS	SATB2	2q33.1	Glass syndrome	AD
SUCCESS	SBDS	7q11.21	{Aplastic anemia, susceptibility to}|Shwachman-Diamond syndrome 1	.|AR
SUCCESS	SBF1	22q13.33	Charcot-Marie-Tooth disease, type 4B3	AR
SUCCESS	SBF2	11p15.4	Charcot-Marie-Tooth disease, type 4B2	AR
SUCCESS	SC5D	11q23.3-q24.1	Lathosterolosis	AR
SUCCESS	SCAPER	15q24.3	Intellectual developmental disorder and retinitis pigmentosa	AR
SUCCESS	SCARB2	4q21.1	Epilepsy, progressive myoclonic 4, with or without renal failure	AR
SUCCESS	SCARF2	22q11.21	Van den Ende-Gupta syndrome	AR
SUCCESS	SCD5	4q21.22	?Deafness, autosomal dominant 79	AD
ERROR	SCG3			
SUCCESS	SCGB3A2	5q32	{Asthma, susceptibility to}	AD
ERROR	SCML1			
SUCCESS	SCN10A	3p22.2	Episodic pain syndrome, familial, 2	AD
SUCCESS	SCN11A	3p22.2	Episodic pain syndrome, familial, 3|Neuropathy, hereditary sensory and autonomic, type VII	AD|AD
SUCCESS	SCN1A	2q24.3	Developmental and epileptic encephalopathy 6B, non-Dravet|Dravet syndrome|Febrile seizures, familial, 3A|Generalized epilepsy with febrile seizures plus, type 2|Migraine, familial hemiplegic, 3	AD|AD|AD|AD|AD
SUCCESS	SCN1B	19q13.11	Atrial fibrillation, familial, 13|Brugada syndrome 5|Cardiac conduction defect, nonspecific|Developmental and epileptic encephalopathy 52|Generalized epilepsy with febrile seizures plus, type 1	AD|.|.|AR|AD
SUCCESS	SCN2A	2q24.3	Developmental and epileptic encephalopathy 11|Episodic ataxia, type 9|Seizures, benign familial infantile, 3	AD|AD|AD
SUCCESS	SCN2B	11q23.3	Atrial fibrillation, familial, 14	AD
SUCCESS	SCN3A	2q24.3	Developmental and epileptic encephalopathy 62|Epilepsy, familial focal, with variable foci 4	AD|AD
SUCCESS	SCN3B	11q24.1	Atrial fibrillation, familial, 16|Brugada syndrome 7	AD|AD
SUCCESS	SCN4A	17q23.3	Congenital myopathy 22A, classic|Congenital myopathy 22B, severe fetal|Hyperkalemic periodic paralysis|Hypokalemic periodic paralysis, type 2|Myasthenic syndrome, congenital, 16|Myotonia congenita, atypical, acetazolamide-responsive|Paramyotonia congenita	AR|AR|AD|AD|AR|AD|AD
SUCCESS	SCN4B	11q23.3	Atrial fibrillation, familial, 17|Long QT syndrome 10	AD|AD
SUCCESS	SCN5A	3p22.2	{Sudden infant death syndrome, susceptibility to}|Atrial fibrillation, familial, 10|Brugada syndrome 1|Cardiomyopathy, dilated, 1E|Heart block, nonprogressive|Heart block, progressive, type IA|Long QT syndrome 3|Sick sinus syndrome 1|Ventricular fibrillation, familial, 1	AR|AD|AD|AD|AD|AD|AD|AR|.
SUCCESS	SCN8A	12q13.13	?Myoclonus, familial, 2|Cognitive impairment with or without cerebellar ataxia|Developmental and epileptic encephalopathy 13|Seizures, benign familial infantile, 5	AD|AD|AD|AD
SUCCESS	SCN9A	2q24.3	Erythermalgia, primary|Insensitivity to pain, congenital|Neuropathy, hereditary sensory and autonomic, type IID|Paroxysmal extreme pain disorder|Small fiber neuropathy	AD|AR|AR|AD|AD
SUCCESS	SCNM1	1q21.3	Orofaciodigital syndrome XIX	AR
SUCCESS	SCNN1A	12p13.31	?Liddle syndrome 3|Bronchiectasis with or without elevated sweat chloride 2|Pseudohypoaldosteronism, type IB1, autosomal recessive	AD|AD|AR
SUCCESS	SCNN1B	16p12.2	Bronchiectasis with or without elevated sweat chloride 1|Liddle syndrome 1|Pseudohypoaldosteronism, type IB2, autosomal recessive	AD|AD|AR
SUCCESS	SCNN1G	16p12.2	Bronchiectasis with or without elevated sweat chloride 3|Liddle syndrome 2|Pseudohypoaldosteronism, type IB3, autosomal recessive	AD|AD|AR
SUCCESS	SCO1	17p13.1	Mitochondrial complex IV deficiency, nuclear type 4	AR
SUCCESS	SCO2	22q13.33	Mitochondrial complex IV deficiency, nuclear type 2|Myopia 6	AR|AD
SUCCESS	SCP2	1p32.3	?Leukoencephalopathy with dystonia and motor neuropathy	AR
ERROR	SCT			
SUCCESS	SCUBE3	6p21.31	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies	AR
SUCCESS	SCYL1	11q13.1	Spinocerebellar ataxia, autosomal recessive 21	AR
SUCCESS	SCYL2	12q23.1	Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum	AR
SUCCESS	SDC3	1p35.2	{Obesity, association with}	AD, AR, Mu
SUCCESS	SDCCAG8	1q43-q44	Bardet-Biedl syndrome 16|Senior-Loken syndrome 7	AR|AR
SUCCESS	SDHA	5p15.33	Cardiomyopathy, dilated, 1GG|Mitochondrial complex II deficiency, nuclear type 1|Neurodegeneration with ataxia and late-onset optic atrophy|Pheochromocytoma/paraganglioma syndrome 5	AR|AR|AD|AD
SUCCESS	SDHAF1	19q13.12	Mitochondrial complex II deficiency, nuclear type 2	AR
SUCCESS	SDHAF2	11q12.2	Pheochromocytoma/paraganglioma syndrome 2	AD
SUCCESS	SDHB	1p36.13	Gastrointestinal stromal tumor|Mitochondrial complex II deficiency, nuclear type 4|Paraganglioma and gastric stromal sarcoma|Pheochromocytoma/paraganglioma syndrome 4	AD, IC|AR|.|AD
SUCCESS	SDHC	1q23.3	Gastrointestinal stromal tumor|Paraganglioma and gastric stromal sarcoma|Pheochromocytoma/paraganglioma syndrome 3	AD, IC|.|AD
SUCCESS	SDHD	11q23.1	Mitochondrial complex II deficiency, nuclear type 3|Paraganglioma and gastric stromal sarcoma|Pheochromocytoma/paraganglioma syndrome 1	AR|.|AD
SUCCESS	SDR9C7	12q13.3	Ichthyosis, congenital, autosomal recessive 13	AR
ERROR	SDS			
SUCCESS	SEC23A	14q21.1	Craniolenticulosutural dysplasia	AD, AR
SUCCESS	SEC23B	20p11.23	?Cowden syndrome 7|Dyserythropoietic anemia, congenital, type II	AD|AR
ERROR	SEC24C			
SUCCESS	SEC24D	4q26	Cole-Carpenter syndrome 2	AR
SUCCESS	SEC31A	4q21.22	?Halperin-Birk syndrome	AR
SUCCESS	SEC61A1	3q21.3	?Neutropenia, severe congenital, 11, autosomal dominant|Immunodeficiency, common variable, 15|Tubulointerstitial kidney disease, autosomal dominant, 5	AD|AD|AD
SUCCESS	SEC63	6q21	Polycystic liver disease 2	AD
SUCCESS	SECISBP2	9q22.2	Thyroid hormone metabolism, abnormal, 1	AR
SUCCESS	SELENOI	2p23.3	Spastic paraplegia 81, autosomal recessive	AR
SUCCESS	SELENON	1p36.11	Congenital myopathy 3 with rigid spine	AR
ERROR	SEM1			
SUCCESS	SEMA3A	7q21.11	{Hypogonadotropic hypogonadism 16 with or without anosmia}	AD
ERROR	SEMA3C			
ERROR	SEMA3D			
ERROR	SEMA3E			
SUCCESS	SEMA4A	1q22	Cone-rod dystrophy 10|Retinitis pigmentosa 35	AR|AR
ERROR	SEMA4D			
ERROR	SEMA5A			
SUCCESS	SEMA6B	19p13.3	Epilepsy, progressive myoclonic, 11	AD
SUCCESS	SEMA7A	15q24.1	?Cholestasis, progressive familial intrahepatic, 11|[Blood group, John-Milton-Hagen system]	AR|.
ERROR	SENP2			
SUCCESS	SEPSECS	4p15.2	Pontocerebellar hypoplasia type 2D	AR
SUCCESS	SEPTIN9	17q25.3	Amyotrophy, hereditary neuralgic	AD
SUCCESS	SERAC1	6q25.3	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	AR
SUCCESS	SERPINA1	14q32.13	Emphysema due to AAT deficiency|Emphysema-cirrhosis, due to AAT deficiency|Hemorrhagic diathesis due to antithrombin Pittsburgh	AR|AR|AR
ERROR	SERPINA12			
SUCCESS	SERPINA6	14q32.13	Corticosteroid-binding globulin deficiency	AD, AR
SUCCESS	SERPINB6	6p25.2	?Deafness, autosomal recessive 91	AR
SUCCESS	SERPINB7	18q21.33	Palmoplantar keratoderma, Nagashima type	AR
SUCCESS	SERPINB8	18q22.1	Peeling skin syndrome 5	AR
SUCCESS	SERPIND1	22q11.21	Thrombophilia 10 due to heparin cofactor II deficiency	AD
SUCCESS	SERPINE1	7q22.1	{Transcription of plasminogen activator inhibitor, modulator of}|Plasminogen activator inhibitor-1 deficiency	.|AD, AR
SUCCESS	SERPINF2	17p13.3	Alpha-2-plasmin inhibitor deficiency	AR
SUCCESS	SERPING1	11q12.1	Angioedema, hereditary, 1 and 2|Complement component 4, partial deficiency of	AD, AR|AD
SUCCESS	SERPINH1	11q13.5	{Preterm premature rupture of the membranes, susceptibility to}|Osteogenesis imperfecta, type X	Mu|AR
SUCCESS	SERPINI1	3q26.1	Encephalopathy, familial, with neuroserpin inclusion bodies	AD
SUCCESS	SET	9q34.11	Intellectual developmental disorder, autosomal dominant 58	AD
SUCCESS	SETBP1	18q12.3	Intellectual developmental disorder, autosomal dominant 29|Schinzel-Giedion midface retraction syndrome	AD|AD
SUCCESS	SETD1A	16p11.2	Epilepsy, early-onset, 2, with or without developmental delay|Neurodevelopmental disorder with speech impairment and dysmorphic facies	AD|AD
SUCCESS	SETD1B	12q24.31	Intellectual developmental disorder with seizures and language delay	AD
SUCCESS	SETD2	3p21.31	Intellectual developmental disorder, autosomal dominant 70|Luscan-Lumish syndrome|Rabin-Pappas syndrome	AD|AD|AD
SUCCESS	SETD5	3p25.3	Intellectual developmental disorder, autosomal dominant 23	AD
SUCCESS	SETX	9q34.13	Amyotrophic lateral sclerosis 4, juvenile|Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	AD|AR
ERROR	SF1			
SUCCESS	SF3B1	2q33.1	Myelodysplastic syndrome, somatic	.
SUCCESS	SF3B2	11q13.1	Craniofacial microsomia	AD
SUCCESS	SF3B4	1q21.2	Acrofacial dysostosis 1, Nager type	AD
ERROR	SFI1			
SUCCESS	SFRP4	7p14.1	Pyle disease	AR
SUCCESS	SFTPA1	10q22.3	Interstitial lung disease 1	AD, AR
SUCCESS	SFTPA2	10q22.3	Interstitial lung disease 2	AD
SUCCESS	SFTPB	2p11.2	Surfactant metabolism dysfunction, pulmonary, 1	AR
SUCCESS	SFTPC	8p21.3	Surfactant metabolism dysfunction, pulmonary, 2	AD
SUCCESS	SFXN4	10q26.11	Combined oxidative phosphorylation deficiency 18	AR
SUCCESS	SGCA	17q21.33	Muscular dystrophy, limb-girdle, autosomal recessive 3	AR
SUCCESS	SGCB	4q12	Muscular dystrophy, limb-girdle, autosomal recessive 4	AR
SUCCESS	SGCD	5q33.2-q33.3	Cardiomyopathy, dilated, 1L|Muscular dystrophy, limb-girdle, autosomal recessive 6	.|AR
SUCCESS	SGCE	7q21.3	Dystonia-11, myoclonic	AD
SUCCESS	SGCG	13q12.12	Muscular dystrophy, limb-girdle, autosomal recessive 5	AR
SUCCESS	SGMS2	4q25	Calvarial doughnut lesions with bone fragility with or without spondylometaphyseal dysplasia	AD
SUCCESS	SGO1	3p24.3	Chronic atrial and intestinal dysrhythmia	AR
SUCCESS	SGPL1	10q22.1	RENI syndrome	AR
SUCCESS	SGSH	17q25.3	Mucopolysaccharidosis type IIIA (Sanfilippo A)	AR
ERROR	SH2B1			
SUCCESS	SH2B3	12q24.12	Erythrocytosis, somatic|Myelofibrosis, somatic|Thrombocythemia, somatic	.|.|.
SUCCESS	SH2D1A	Xq25	Lymphoproliferative syndrome, X-linked, 1	XLR
SUCCESS	SH3BP2	4p16.3	Cherubism	AD
SUCCESS	SH3KBP1	Xp22.12	?Immunodeficiency 61	XLR
SUCCESS	SH3PXD2B	5q35.1	Frank-ter Haar syndrome	AR
SUCCESS	SH3TC2	5q32	Charcot-Marie-Tooth disease, type 4C|Mononeuropathy of the median nerve, mild	AR|AD
SUCCESS	SHANK3	22q13.33	{Schizophrenia 15}|Phelan-McDermid syndrome	AD|AD
SUCCESS	SHH	7q36.3	Holoprosencephaly 3|Microphthalmia/coloboma 5|Single median maxillary central incisor	AD|AD|AD
SUCCESS	SHMT2	12q13.3	Neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities	AR
SUCCESS	SHOC2	10q25.2	Noonan syndrome-like with loose anagen hair 1	AD
SUCCESS	SHOX	Xp22.33	Langer mesomelic dysplasia|Leri-Weill dyschondrosteosis|Short stature, idiopathic familial	PR|PD|.
SUCCESS	SHPK	17p13.2	[Sedoheptulokinase deficiency]	AR
SUCCESS	SHQ1	3p13	?Dystonia 35, childhood-onset|Neurodevelopmental disorder with dystonia and seizures	AR|AR
ERROR	SHROOM4			
SUCCESS	SI	3q26.1	Sucrase-isomaltase deficiency, congenital	AR
SUCCESS	SIAH1	16q12.1	Buratti-Harel syndrome	AD
SUCCESS	SIGMAR1	9p13.3	?Amyotrophic lateral sclerosis 16, juvenile|?Neuronopathy, distal hereditary motor, autosomal recessive 2	AR|AR
SUCCESS	SIK1	21q22.3	Developmental and epileptic encephalopathy 30	AD
SUCCESS	SIK3	11q23.3	?Spondyloepimetaphyseal dysplasia, Krakow type	AR
SUCCESS	SIL1	5q31.2	Marinesco-Sjogren syndrome	AR
ERROR	SIM1			
SUCCESS	SIN3A	15q24.2	Witteveen-Kolk syndrome	AD
ERROR	SIN3B			
SUCCESS	SIPA1L3	19q13.13-q13.2	?Cataract 45	AR
ERROR	SIT1			
SUCCESS	SIX1	14q23.1	Branchiootic syndrome 3|Deafness, autosomal dominant 23	AD|AD
ERROR	SIX2			
SUCCESS	SIX3	2p21	Holoprosencephaly 2|Schizencephaly	AD|.
SUCCESS	SIX5	19q13.32	Branchiootorenal syndrome 2	.
SUCCESS	SIX6	14q23.1	Optic disc anomalies with retinal and/or macular dystrophy	AR
SUCCESS	SKI	1p36.33-p36.32	Shprintzen-Goldberg syndrome	AD
SUCCESS	SKIC2	6p21.33	Trichohepatoenteric syndrome 2	AR
SUCCESS	SKIC3	5q15	Trichohepatoenteric syndrome 1	AR
ERROR	SLA			
SUCCESS	SLC10A1	14q24.1	Hypercholanemia, familial 2	AR
SUCCESS	SLC10A2	13q33.1	?Bile acid malabsorption, primary, 1	AR
SUCCESS	SLC10A7	4q31.22	Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis	AR
SUCCESS	SLC11A1	2q35	{Buruli ulcer, susceptibility to}|{Mycobacterium tuberculosis, susceptibility to infection by}	.|.
